Points_0,Points_1,Points_2
63.802,-125.48,1228.34
62.4531,-123.888,1176.45
63.475,-124.98,1176.85
63.104,-124.986,1189.16
63.5585,-125.09,1229.2
63.5291,-124.178,1229.33
62.8327,-125.093,1230.59
63.1739,-124.32,1230.15
62.9995,-124.326,1243.82
62.7541,-122.546,1189.25
63.1437,-123.293,1189.39
63.6735,-122.585,1190.41
63.922,-123.117,1227.73
63.2123,-123.148,1229.74
63.3488,-122.329,1228.99
62.6029,-123.22,1230.82
63.2948,-121.577,1190.5
63.2142,-120.193,1191.42
63.8235,-120.793,1227.86
62.6875,-121.292,1229.83
62.8356,-120.323,1229.4
63.4388,-121.141,1228.63
63.6205,-119.415,1178.37
63.0997,-119.603,1228.97
63.307,-119.181,1228.52
63.378,-119.839,1228.59
63.6469,-119.6,1243.42
63.7346,-119.09,1243.39
62.6976,-118.548,1178.1
64.0664,-118.617,1226.4
63.2984,-118.349,1228.18
63.015,-118.415,1229.03
62.5605,-117.602,1230.01
63.3361,-117.928,1243.59
63.2012,-116.476,1179.46
62.6541,-116.174,1194.32
63.9936,-116.666,1226.15
63.9433,-115.939,1225.89
63.1843,-116.951,1228.1
62.7428,-116.831,1229.54
62.7585,-116.103,1229.15
62.5381,-116.566,1229.97
63.4518,-116.736,1243.45
62.4686,-114.644,1180.25
62.4648,-113.991,1180.66
62.7055,-113.974,1180.81
63.0696,-114.386,1180.81
63.6631,-114.573,1225.24
62.9376,-114.329,1226.88
63.3105,-114.937,1243.27
62.5234,-113.604,1180.96
63.0432,-113.489,1181.48
63.6927,-113.801,1181.62
63.4715,-112.286,1182.69
63.0462,-113.582,1199
63.0795,-112.74,1200.41
63.94,-112.575,1205.28
63.8652,-112.74,1220.67
63.9733,-113.643,1222.2
63.2595,-113.666,1225.03
62.455,-110.889,1182.91
63.0206,-111.989,1202.12
63.2612,-110.756,1207.43
63.4553,-111.129,1206.94
63.3612,-111.047,1209.16
63.9712,-111.876,1207.96
63.6828,-111.019,1213.51
63.5558,-110.908,1216.4
63.5809,-111.595,1218.03
62.8725,-111.04,1220.41
62.911,-112.011,1222.79
62.365,-112.001,1224.32
62.8135,-109.158,1184.77
62.7348,-110.267,1205.63
62.8267,-110.129,1206.96
62.5652,-109.769,1207.63
63.0272,-110.569,1208.35
62.597,-110.096,1217.73
63.8673,-107.561,1187.64
62.6185,-108.599,1241.44
62.261,-105.847,1187.76
63.5644,-106.378,1238.79
62.4934,-106.797,1240.48
63.2465,-104.551,1237.45
63.4567,-103.001,1235.31
62.4095,-99.4313,1230.39
62.9216,-100.814,1232.25
62.6277,-98.3477,1199.09
62.6161,-97.0088,1202.26
62.9794,-97.4532,1202.52
64.1366,-98.0237,1204.6
63.584,-96.5775,1209.82
63.2651,-96.2853,1212.33
63.4717,-96.8567,1215.64
62.8702,-96.1118,1207.03
64.4896,-166.607,1197.72
64.8228,-166.647,1198.49
64.1513,-167.006,1199.99
64.4454,-167.049,1200.79
64.8931,-166.857,1200.99
64.8958,-166.706,1199.81
65.109,-166.788,1200.41
65.146,-166.739,1200.16
64.5316,-167.036,1201.76
65.0792,-166.824,1201.21
65.2779,-166.849,1201.63
64.9769,-166.926,1203.2
64.2307,-166.886,1205.4
64.8603,-166.846,1205.62
65.1187,-166.718,1204.93
64.0519,-166.753,1207.25
64.2493,-166.968,1205.99
64.3039,-166.933,1206.2
65.026,-166.598,1206.58
64.9756,-165.204,1192.91
65.2736,-165.765,1195.06
65.5079,-166.377,1198.55
65.4478,-166.393,1199.05
65.5423,-166.219,1207.15
64.3194,-166.492,1207.78
64.8158,-165.854,1210.44
63.9651,-165.16,1213.88
64.3673,-165.143,1213.31
64.0895,-164.983,1191.55
64.4618,-164.157,1190.13
64.4765,-164.936,1213.85
64.202,-164.445,1215.12
64.4618,-164.66,1214.6
64.9082,-164.649,1214.19
65.1337,-164.477,1214.39
65.3074,-164.502,1214.17
65.2993,-164.089,1214.85
64.5319,-163.91,1215.98
64.7107,-163.594,1216.62
65.0945,-163.522,1216.36
65.1423,-163.465,1216.58
64.637,-162.722,1187.69
64.6309,-163.115,1217.55
64.2985,-161.483,1185.78
65.1024,-160.32,1222.11
64.0885,-158.848,1183.12
64.7006,-159.155,1183.61
65.0015,-159.91,1184.46
65.2695,-160.099,1222.28
64.7424,-159.077,1224.05
64.4998,-157.219,1182.05
65.4364,-157.423,1182.63
64.4238,-158.217,1225.34
65.0027,-156.164,1181.55
64.4222,-155.974,1199.22
64.6631,-155.439,1198.45
64.464,-156.182,1200.46
65.0121,-155.632,1201.25
64.4592,-156.231,1204.95
64.2173,-156.092,1207.05
64.964,-155.663,1205.97
64.3406,-156.2,1227.39
64.4276,-154.814,1180.51
65.2955,-154.598,1180.71
64.2681,-155.212,1196.38
65.1583,-155.352,1200.37
65.2289,-155.129,1203.64
65.713,-154.463,1206.42
64.1894,-153.984,1210.19
64.147,-153.892,1211.59
64.4705,-154.136,1229.02
64.3183,-153.7,1179.86
65.532,-152.815,1179.87
65.0431,-152.616,1193.58
65.1745,-153.373,1194.85
65.5216,-153.762,1197.12
64.4133,-153.523,1210.64
64.7462,-153.653,1209.31
64.7621,-153.134,1210.21
65.4812,-152.395,1209.82
64.421,-153.047,1213.95
64.9194,-152.568,1213.38
64.9554,-151.535,1179.02
65.2741,-152.247,1212.56
64.9483,-150.92,1215.29
64.6798,-150.546,1215.89
64.7905,-151.449,1231.01
64.3105,-149.729,1178.04
64.2013,-150.725,1190.23
65.472,-149.802,1191.95
64.6648,-149.797,1216.61
64.6164,-149.209,1217.42
65.0472,-149.53,1232.25
64.2554,-148.061,1177.49
65.0925,-148.918,1178.08
65.4077,-148.721,1216.49
65.2369,-148.14,1217.41
64.2376,-146.264,1177.05
64.8837,-147.235,1177.49
64.332,-146.724,1189.03
65.6183,-146.811,1191.36
65.1449,-147.05,1218.86
64.9692,-146.631,1234.22
64.0499,-144.935,1176.76
64.6827,-144.671,1177.01
64.6719,-145.387,1177.15
64.3868,-145.479,1220.97
64.3923,-144.284,1221.83
64.4377,-144.586,1235.91
64.7083,-142.711,1176.84
65.4996,-143.714,1177.36
64.4044,-142.983,1188.48
64.9081,-144.225,1189.26
65.2884,-143.035,1221.14
64.0306,-143.429,1223.01
64.1238,-142.709,1223.18
64.3524,-143.165,1222.57
65.0892,-141.717,1189.27
65.2073,-142.26,1221.66
64.9554,-141.293,1222.8
64.0346,-141.481,1223.69
64.61,-141.989,1237.01
65.4618,-140.364,1177.35
65.6227,-139.97,1222.71
64.6638,-139.823,1224.13
64.8027,-137.973,1189.11
65.1684,-139.389,1189.4
65.0008,-138.799,1224.24
65.0459,-137.976,1224.29
65.3405,-139.068,1223.74
65.5001,-138.374,1223.8
65.3962,-139.039,1237.39
64.9337,-137.641,1177.25
64.6584,-136.497,1188.97
65.5431,-137.758,1223.79
65.4418,-136.981,1223.86
65.2734,-134.77,1177.49
65.1928,-134.806,1189.93
65.5097,-135.944,1190.35
65.5797,-135.596,1223.48
64.7167,-136.182,1224.55
64.6657,-134.971,1224.86
65.3282,-133.834,1223.9
64.383,-133.643,1226.21
64.5073,-134.412,1240.06
65.6102,-132.425,1177.92
63.9925,-132.263,1188.74
65.4994,-132.064,1190.47
64.9626,-132.808,1224.77
65.3842,-131.78,1224.42
65.5353,-132.749,1223.79
64.6047,-131.637,1226.47
64.7119,-132.807,1225.43
64.9043,-131.915,1225.37
64.6125,-131.558,1240.76
65.4169,-130.455,1225.1
64.0824,-131.031,1227.42
65.3602,-129.508,1177.86
65.4551,-128.395,1178.02
64.0664,-129.613,1188.82
65.1257,-129.623,1190.21
65.1369,-128.624,1190.52
65.5604,-129.007,1191.13
64.6733,-129.256,1226.41
65.0949,-127.144,1191.15
65.3218,-127.185,1225.72
64.2715,-126.824,1227.36
64.7813,-126.492,1177.65
65.6425,-126.238,1178.23
65.4321,-125.899,1178.17
64.2916,-125.561,1190.68
65.4052,-125.11,1192.15
64.2727,-125.791,1227.34
64.4984,-125.723,1242.14
64.49,-124.457,1191.15
65.354,-123.979,1192.59
65.3994,-123.914,1224.96
64.3189,-124.123,1226.9
64.3263,-123.552,1177.6
64.9806,-122.149,1178.44
64.4051,-122.388,1191.98
65.347,-122.289,1193.66
65.4303,-122.476,1224.35
64.4506,-122.132,1226.55
64.1215,-121.112,1242.97
63.9953,-119.894,1193.12
65.041,-119.792,1194.57
65.1383,-119.076,1195.33
65.6781,-120.2,1195.32
65.6562,-118.946,1222.28
64.7622,-119.434,1224.61
64.2286,-119.247,1242.84
64.2309,-118.057,1194.97
64.8841,-117.376,1196.86
64.4326,-117.655,1242.44
64.5057,-118.68,1242.55
64.1989,-117.289,1179.79
65.2533,-116.415,1181.32
64.5846,-115.814,1198.53
65.4187,-116.303,1200.45
65.2205,-115.744,1201.32
64.6741,-115.504,1222.72
64.9615,-117.011,1223.28
64.5798,-116.935,1242.3
64.4815,-114.754,1181.59
65.4784,-114.216,1182.98
64.1925,-114.424,1200.44
64.4593,-113.888,1202.37
64.9647,-114.773,1202.15
65.277,-115.201,1202.57
65.1747,-114.8,1203.13
65.2774,-113.959,1208.89
65.747,-114.962,1208.3
65.5479,-114.401,1212.91
65.3255,-114.115,1214.77
65.0566,-114.318,1219.29
65.3407,-115.117,1219.81
65.1843,-114.143,1241.09
65.1943,-112.375,1184.19
64.7877,-112.708,1209.7
65.0947,-113.171,1210.31
64.917,-112.709,1211.68
64.7273,-112.43,1213.43
64.9812,-112.779,1212.77
65.2475,-113.414,1212.82
64.3758,-112.242,1215.72
64.402,-113.139,1217.95
64.2147,-112.448,1241.58
64.0372,-111.682,1211.69
65.0594,-110.76,1239.84
64.552,-108.318,1239.02
65.2085,-106.367,1236.42
65.4958,-107.445,1236.93
64.8794,-104.598,1234.99
64.5533,-102.963,1233.2
64.8287,-103.666,1233.6
64.3809,-103.924,1234.82
65.2724,-101.661,1228.5
64.4994,-101.786,1231.08
63.9859,-102.102,1232.83
64.3701,-100.091,1199.73
65.5214,-98.7841,1208.63
64.0985,-97.1799,1210.78
64.8509,-97.9116,1211.46
65.7441,-166.553,1205.19
66.3073,-165.076,1194.59
65.5956,-166.021,1196.89
66.8142,-165.356,1197.06
65.68,-166.301,1199.21
65.8689,-166.151,1198.63
66.6376,-165.654,1198.25
66.655,-165.783,1198.71
66.9203,-165.657,1198.79
65.6321,-166.523,1200.67
66.1036,-166.248,1199.64
66.1357,-166.446,1201.91
66.7757,-166.103,1202.05
66.6031,-166.107,1203.56
66.0857,-166.236,1206.01
66.6429,-165.785,1207.18
67.0473,-165.618,1206.18
65.7629,-166.059,1207.9
66.5701,-165.709,1207.75
66.5073,-165.523,1208.44
66.6777,-165.172,1209.58
66.2385,-164.17,1192.02
66.8867,-164.18,1193.06
65.8054,-164.405,1213.64
66.1043,-164.716,1212.28
66.7725,-163.98,1213.23
65.8835,-164.263,1213.99
66.4367,-163.611,1214.38
65.9276,-162.554,1188.36
66.4888,-161.835,1187.76
66.2115,-163.23,1215.65
66.4787,-163.046,1215.83
66.6889,-163.047,1215.47
65.6408,-162.167,1218.47
66.047,-162.533,1217.13
65.6332,-161.574,1186.67
66.1114,-160.64,1185.92
67.1476,-160.716,1186.94
66.2231,-160.479,1220.61
65.9232,-158.793,1184.01
65.8904,-160.081,1221.69
66.4564,-157.115,1183.01
67.069,-158.389,1222.73
65.8927,-157.96,1224.42
66.7394,-157.492,1224.13
66.0326,-155.834,1181.83
66.7989,-156.389,1225.14
66.8873,-155.138,1181.99
66.0352,-154.185,1200.68
66.0511,-154.338,1201.47
65.7523,-152.541,1194.9
66.6504,-152.499,1197.92
66.0832,-153.399,1199.33
66.8399,-152.528,1199.98
66.9162,-152.833,1201.01
66.3305,-153.608,1205.55
65.8974,-153.661,1207.41
66.423,-153.052,1206.98
66.0308,-150.676,1179.24
67.1009,-151.792,1180.46
66.5578,-152.113,1196.2
66.9486,-151.277,1195.95
67.2131,-152.158,1201.05
67.1993,-152.064,1205.17
67.2705,-150.821,1206.62
66.849,-151.635,1207.99
66.5738,-151.535,1209.02
66.9652,-150.63,1209.06
65.8157,-151.511,1211.16
66.0423,-150.679,1213.13
67.0718,-151.038,1229.11
66.7128,-150.051,1194.22
66.7988,-149.382,1193.74
66.9358,-149.566,1194.2
67.0611,-149.913,1194.98
66.5857,-149.965,1211.02
66.452,-149.544,1213.13
65.8098,-150.308,1214.42
66.1636,-149.889,1213.99
66.2723,-147.866,1178.44
66.3956,-148.511,1192.73
66.6433,-148.942,1193.21
66.785,-147.529,1193.21
66.9407,-148.957,1193.85
67.2525,-148.113,1194.99
67.2781,-147.801,1210.33
66.8754,-148.094,1211.94
66.1861,-148.68,1215
66.5307,-148.553,1213.95
66.092,-147.759,1216.04
65.6781,-146.496,1177.74
66.8888,-146.53,1178.56
67.218,-146.178,1214.47
67.1101,-145.796,1215.21
66.2881,-146.318,1216.72
66.6702,-146.803,1215.58
65.774,-145.971,1218.46
65.8533,-144.916,1177.68
66.8774,-145.157,1178.39
67.0734,-145.199,1192.76
67.1773,-144.328,1192.76
66.7014,-145.054,1233.36
66.9811,-142.638,1178.36
66.038,-143.985,1191.1
67.2759,-143.075,1193.02
66.7766,-143.645,1217.28
65.8254,-143.616,1220.14
66.3457,-143.477,1219.27
66.2811,-142.929,1219.83
66.6318,-142.944,1218.94
65.9099,-142.929,1220.4
66.7037,-143.01,1234.41
65.6993,-142.367,1177.41
67.2645,-141.574,1192.84
66.9935,-141.924,1218.49
66.6505,-142.294,1219.39
66.213,-141.6,1220.51
66.7848,-140.897,1219.72
66.3389,-140.144,1221.23
66.2982,-138.578,1191.24
66.5043,-138.884,1221.48
65.7083,-138.945,1223.2
65.827,-138.005,1223.37
66.1012,-138.911,1222.42
66.4763,-137.009,1178.26
66.9808,-137.31,1219.62
66.9863,-136.479,1220.04
67.2597,-136.08,1219.42
66.6609,-137.371,1221.11
66.6268,-136.56,1221.59
65.8537,-137.28,1223.37
66.0649,-137.774,1222.94
66.2461,-137.068,1222.6
66.2486,-135.801,1191.35
66.9342,-135.134,1192.18
66.8055,-136.043,1220.96
66.7076,-135.756,1221.46
66.7793,-134.653,1221.64
66.9766,-134.868,1220.97
66.2748,-135.207,1222.46
66.4755,-133.375,1178.49
66.6561,-134.308,1191.96
67.0576,-133.727,1192.79
66.2705,-133.615,1222.63
66.3076,-132.982,1178.31
67.0864,-132.152,1178.92
66.3384,-131.773,1191.73
66.7472,-132.407,1192.48
67.1467,-132.787,1193.77
67.0555,-132.829,1221.44
66.7766,-132.752,1222.1
66.4021,-130.365,1178.57
67.174,-131.078,1179.24
66.8279,-130.343,1193.82
66.7282,-130.939,1222.07
65.9888,-131.353,1223.62
66.6872,-128.314,1178.94
66.8582,-129.382,1179.04
66.8891,-128.153,1194.2
66.7094,-128.813,1222.35
65.6462,-129.097,1225.01
66.6385,-127.338,1179.06
66.2495,-127.65,1192.93
66.5336,-126.716,1222.71
65.6756,-125.963,1178.33
65.6715,-125.692,1178.38
66.108,-126.363,1178.66
65.8839,-125.949,1178.43
66.0672,-125.973,1178.55
66.4782,-125.453,1179.03
66.1356,-125.462,1192.95
66.5045,-125.066,1193.69
66.8069,-125.766,1194.08
66.675,-125.385,1221.32
67.036,-125.26,1220.34
66.2237,-125.4,1222.79
65.9724,-126.092,1224.51
65.8497,-124.035,1178.78
66.0426,-124.457,1193.27
66.938,-124.411,1195.23
67.1564,-123.714,1219.7
66.6943,-124.69,1220.97
66.1514,-124.003,1222.41
66.8652,-125.064,1239.73
66.4933,-122.619,1179.67
66.4296,-123.081,1194.98
67.2067,-122.504,1219.56
66.8223,-123.327,1220.6
65.7124,-120.934,1179.51
66.2941,-121.813,1195.66
67.0477,-121.039,1197.97
66.9749,-121.082,1220.18
67.0515,-120.993,1218.81
67.0124,-120.527,1219.4
66.8833,-121.624,1220.64
65.9415,-121.738,1222.58
66.7795,-118.882,1199.75
67.0166,-119.154,1218.26
66.7801,-119.694,1219.89
67.0389,-119.62,1218.81
66.6483,-119.027,1240.22
66.5111,-117.052,1182.25
67.2764,-117.176,1183.11
65.7846,-118.107,1197.87
66.0331,-117.17,1202.25
67.072,-117.589,1206.57
67.2418,-117.997,1207.07
67.2215,-117.978,1207.78
67.1532,-117.441,1207.88
67.0253,-117.255,1209.53
66.7508,-117.113,1212.03
66.8824,-117.305,1210.86
67.1994,-118.013,1210.63
66.9295,-117.565,1212.94
66.7183,-118.112,1216.66
66.5901,-118.14,1218.41
66.4296,-118.384,1219.71
65.7352,-117.73,1221.1
67.0126,-118.103,1239.6
66.2535,-115.511,1183.06
66.5977,-116.336,1182.82
66.7423,-115.849,1183.28
66.837,-115.867,1183.46
66.8641,-116.314,1183.23
65.7391,-116.149,1203.14
66.1265,-116.844,1203.46
66.2367,-116.737,1204.66
66.8958,-116.888,1207.67
65.7808,-115.518,1210.5
66.121,-116.044,1210.03
65.7933,-115.465,1211.68
66.128,-116.195,1211.56
66.4485,-116.431,1213.23
65.9314,-115.942,1217.43
65.8868,-116.523,1219.14
66.2025,-116.709,1240.45
66.9196,-114.114,1184.78
65.7748,-115.294,1205.73
65.9563,-115.256,1214.29
65.9192,-113.234,1184.38
66.5548,-113.826,1184.57
67.0762,-113.121,1238.3
66.8763,-111.89,1186.7
67.2049,-111.666,1237.29
66.6055,-110.12,1188.21
66.8021,-109.33,1236.42
67.2007,-110.188,1236.59
66.7174,-108.575,1236.12
65.9457,-108.845,1237.51
66.3518,-108.378,1236.62
66.2009,-106.13,1192.57
66.6415,-107.051,1191.86
66.7781,-106.749,1192.64
67.152,-107.554,1192.18
67.3058,-106.067,1194.61
66.09,-104.527,1232.54
66.0574,-105.345,1233.75
65.6832,-104.717,1233.63
66.0761,-103.494,1230.29
65.6247,-103.912,1232.24
67.0188,-101.841,1203.43
67.0901,-101.352,1205.62
66.2677,-101.795,1225.1
66.4581,-102.462,1226.61
66.2961,-99.7381,1209.71
67.2745,-100.809,1210.11
67.0821,-100.523,1210.3
66.2388,-99.5856,1212.18
66.0349,-99.4074,1213.4
67.6436,-165.454,1201.11
68.023,-165.056,1200.14
67.8535,-165.29,1202.42
67.2885,-165.79,1204
68.0969,-165.225,1203.21
67.213,-165.698,1205.19
67.5082,-165.322,1206.57
68.1383,-163.77,1194.76
68.0736,-164.427,1197.01
68.6348,-164.605,1201.48
68.4199,-164.894,1204.43
68.426,-164.393,1207.48
67.5276,-164.828,1208.75
68.6917,-163.685,1209.62
68.0166,-162.185,1190.57
68.0511,-162.99,1192.27
68.3903,-163.18,1212.15
67.6148,-163.049,1213.84
68.2374,-162.167,1214.92
67.2748,-161.808,1217.13
67.4498,-161.574,1188.62
68.1844,-159.02,1186.04
68.4693,-159.223,1219.87
67.2445,-159.939,1220.44
67.4965,-157.224,1183.82
67.5946,-158.554,1185
68.3716,-157.954,1185.19
68.2269,-156.924,1223.08
68.6901,-155.003,1183.39
68.3011,-155.387,1224.42
68.554,-153.017,1226.04
67.6557,-150.971,1200.27
67.2202,-152.277,1203.75
67.7251,-151.134,1203.02
67.7622,-150.697,1203.84
67.5413,-150.764,1205.62
67.4126,-149.317,1179.79
68.4799,-150.457,1181.17
67.3901,-150.027,1196.2
67.7924,-150.536,1197.76
68.0915,-150.103,1198.85
68.1901,-149.61,1198.87
68.0665,-150.042,1200.61
68.2928,-149.829,1202.36
68.1144,-150.184,1203.03
68.4257,-149.43,1203.39
67.7452,-150.54,1204.85
67.917,-149.597,1206.18
67.531,-149.225,1208.14
68.618,-149.357,1228.65
67.6033,-148.138,1196.05
68.1634,-148.375,1197.31
68.4069,-147.888,1197.83
68.4421,-148.121,1198.48
68.2799,-148.533,1201.09
68.2321,-148.384,1200.13
68.5511,-148.924,1202.96
68.3643,-148.948,1204.64
68.5678,-147.565,1205.04
68.3245,-148.194,1206.62
68.568,-147.687,1206.14
67.8519,-147.71,1208.38
67.6615,-147.989,1230.57
67.6912,-147.406,1179.44
68.6018,-147.034,1199.25
68.5458,-146.702,1198.07
68.4864,-147.328,1200.82
68.8287,-146.074,1199.98
68.77,-147.199,1202.91
68.6217,-147.21,1204.38
68.8457,-146.491,1204.8
68.6142,-146.752,1206.91
68.8622,-146.155,1206.38
68.1479,-144.905,1179.45
67.5414,-144.354,1193.38
67.6563,-145.054,1193.88
68.2235,-145.575,1196.56
68.7852,-144.98,1207.55
68.1885,-145.423,1209.34
67.98,-144.682,1212.2
67.3783,-145.541,1214.52
67.8119,-143.952,1194
68.1621,-143.98,1194.93
68.1928,-143.063,1194.71
68.5802,-142.778,1195.8
68.7334,-143.927,1198.1
68.3504,-142.45,1232.78
68.3235,-141.158,1194.37
68.6394,-141.779,1195.2
68.8426,-142.271,1208.89
68.4252,-141.748,1212.81
68.3623,-140.48,1179.76
67.9363,-139.737,1193.54
68.2193,-139.793,1194.11
68.6198,-140.777,1195.03
68.5787,-140.141,1195.38
68.7576,-139.939,1196.19
67.9978,-139.724,1215.65
67.277,-139.959,1218.73
68.0328,-138.771,1194
68.328,-138.87,1195.4
68.6391,-137.956,1196.64
68.8214,-139.349,1196.77
68.7135,-138.599,1196.81
67.8394,-138.676,1217.13
68.4141,-138.286,1234.37
67.5522,-137.839,1193.03
67.9648,-137.702,1193.97
68.6462,-136.542,1196.52
68.8535,-137.026,1197.69
68.4134,-137.216,1215
67.3362,-134.711,1192.87
67.6765,-136.077,1193.13
67.9469,-135.617,1193.85
68.7436,-135.284,1215.47
67.7675,-136.239,1217.9
67.7917,-133.724,1194.84
68.6626,-133.36,1198.15
68.4157,-134.245,1216.79
68.1008,-133.528,1217.62
68.4636,-134.127,1235.75
67.4598,-131.532,1179.34
67.7603,-132.672,1179.55
67.6746,-132.312,1195.1
68.2244,-132.482,1196.28
68.6487,-132.323,1198.05
68.8913,-133.033,1199.03
68.6634,-132.184,1216.64
67.6033,-132.427,1219.06
67.413,-131.861,1237.72
68.4924,-130.942,1180.25
68.601,-130.222,1180.6
68.2944,-130.975,1196.09
68.551,-130.835,1196.7
68.6866,-131.258,1197.42
67.8241,-131.008,1218.4
68.2387,-131.403,1217.36
68.2174,-130.326,1217.57
67.398,-129.998,1219.88
67.2267,-130.428,1238.27
67.6324,-129.374,1179.54
67.6264,-128.584,1179.78
67.7687,-129.706,1179.63
68.3704,-129.074,1180.29
68.54,-129.58,1180.59
67.4326,-128.357,1195.18
68.124,-129.013,1196.13
68.4054,-129.026,1196.8
68.8291,-129.185,1216.45
68.0938,-128.572,1218.57
68.4226,-129.001,1217.64
67.7675,-129.56,1218.92
67.7469,-128.332,1219.38
67.4199,-127.217,1179.68
67.4541,-126.713,1179.88
67.8177,-127.378,1180.02
68.6132,-128.076,1198.24
68.8763,-127.425,1215.09
68.6816,-127.09,1216.23
68.1313,-127.949,1218.6
68.1807,-127.114,1218.28
68.4894,-128.161,1217.61
67.7106,-126.818,1219.76
67.9766,-127.172,1218.99
67.3964,-127.343,1220.39
67.3589,-126.672,1220.4
68.5169,-126.242,1180.96
68.4017,-125.364,1181.12
67.5997,-125.813,1196.2
68.3534,-125.938,1198.21
68.5654,-125.946,1199.04
68.4586,-125.081,1199.62
68.8683,-126.483,1214.73
68.746,-126.184,1215.41
68.7008,-125.262,1216.4
68.1846,-125.805,1218.57
68.2122,-125.095,1218.16
67.9627,-125.335,1218.82
67.9178,-123.459,1197.84
68.166,-124.25,1198.82
68.6639,-124.261,1201.03
68.6448,-124.164,1213.59
68.5804,-123.725,1213.21
68.736,-124.176,1212.99
68.7654,-123.771,1212.6
68.6056,-123.789,1213.99
68.6626,-123.565,1214.61
68.8483,-124.54,1214.38
68.7618,-124.355,1213.98
68.7736,-124.198,1215.39
68.5852,-124.392,1216.51
67.708,-123.628,1218.12
67.5323,-124.785,1219.22
68.4887,-123.238,1181.63
68.1045,-122.696,1200
68.2577,-121.963,1203.36
68.6302,-123.35,1202.97
68.3874,-122.05,1205.27
68.5981,-122.179,1207.2
68.6767,-122.363,1212.16
68.6255,-122.795,1213.17
68.5184,-122.385,1213.25
68.734,-123.179,1212.61
68.4306,-123.173,1215.51
68.5775,-123,1213.96
68.4649,-122.638,1214.59
67.7055,-122.483,1216.99
67.3864,-122.506,1218.2
67.4334,-123.435,1218.87
68.5678,-122.901,1237.99
67.7211,-121.03,1181.52
68.7475,-120.605,1182.89
67.674,-120.431,1200.65
67.9667,-120.69,1202.45
68.1549,-121.133,1205.06
68.2969,-121.494,1205.66
68.3981,-120.781,1206.61
68.4898,-121.73,1206.95
68.3719,-120.683,1207.96
68.554,-121.817,1208.05
68.4667,-121.288,1208.95
68.4921,-121.183,1207.78
68.1039,-120.495,1210.22
68.5519,-121.804,1209.66
68.155,-121.516,1213.46
67.3104,-120.445,1216.92
67.589,-120.945,1215.97
67.4367,-119.428,1201.69
67.8118,-119.642,1204.06
67.4738,-118.661,1204.89
68.2239,-120.237,1205.74
68.0964,-119.75,1205.85
67.4062,-118.766,1207.23
67.7792,-119.372,1206.7
67.2802,-118.676,1208.19
67.5281,-119.375,1208.33
67.7399,-119.877,1211.47
67.3861,-119.978,1215.17
68.3232,-119.861,1238.16
68.2835,-117.991,1183.7
68.7488,-118.417,1184.18
68.8615,-117.963,1184.6
68.7668,-117.486,1184.64
67.3981,-118.425,1206.56
68.1179,-117.166,1238.02
68.2411,-118.419,1238.29
68.284,-118.1,1238.15
68.5624,-115.853,1185.51
68.0051,-116.142,1238
68.5155,-114.683,1186.5
68.8909,-112.714,1188.75
68.5666,-112.562,1188.32
68.0073,-112.412,1236.63
68.3163,-113.249,1236.36
68.0756,-111.431,1188.97
68.7212,-110.722,1190.62
68.551,-111.108,1234.66
68.6224,-112.165,1235.47
67.7779,-111.988,1236.74
68.0099,-109.425,1234.4
68.3169,-110.301,1234.65
68.6381,-108.373,1193.87
68.7432,-108.337,1231.97
67.4655,-108.114,1234.41
68.6078,-107.245,1195.73
68.0106,-106.008,1229.94
67.0336,-104.295,1197.45
67.9816,-104.977,1198.34
68.5931,-105.465,1199.31
67.9102,-104.667,1227.8
67.3951,-104.281,1228.59
67.3268,-105.124,1230.44
68.6209,-103.939,1203.15
68.8628,-103.421,1206.23
68.751,-103.085,1216.81
68.8413,-103.021,1215.98
67.682,-103.727,1225.91
67.5499,-102.289,1204.42
68.047,-102.357,1206.41
67.5058,-101.266,1208.46
67.9127,-101.873,1208.59
67.4644,-101.164,1210.51
68.6736,-102.545,1211.34
67.7796,-101.641,1214.74
68.5528,-102.595,1216.49
67.8892,-101.957,1217.26
69.2287,-163.669,1198.14
69.4683,-163.812,1200.93
69.1137,-164.34,1202.24
70.0385,-163.419,1203.44
68.9299,-164.314,1205.61
68.8647,-162.789,1193.71
69.4996,-162.046,1193.71
69.7176,-162.546,1195.56
70.027,-162.999,1207.14
69.846,-162.801,1208.8
69.5244,-162.408,1211.27
68.9855,-160.799,1189.7
69.2711,-161.538,1191.74
69.8663,-160.789,1191.88
70.2464,-161.317,1193.72
69.2133,-159.517,1188.11
69.5223,-160.164,1189.62
69.7863,-159.312,1188.79
70.1516,-159.619,1190.24
70.0764,-159.634,1216.26
69.0318,-159.988,1217.61
69.6686,-159.006,1218.25
68.8935,-158.151,1186.04
69.8741,-157.789,1187.04
69.0211,-157.212,1221.74
69.0886,-156.615,1184.89
70.3017,-156.367,1186.28
70.0271,-157.024,1220.31
69.9754,-155.482,1222.12
69.821,-154.039,1184.12
70.3607,-154.888,1185.32
68.7956,-152.997,1182.51
69.591,-152.192,1183.02
69.5622,-149.58,1182.04
70.2416,-148.985,1226.87
69.2526,-146.507,1180.82
68.9618,-146.302,1203.95
68.8845,-146.416,1205.71
70.1084,-144.825,1181.52
69.147,-144.27,1200
69.0562,-145.727,1201.99
69.294,-144.587,1201.14
69.4339,-144.731,1203.19
69.5196,-144.312,1203.62
69.3004,-144.666,1205.09
